transaction_id,user_id,amount,transaction_time,location,device_id,merchant,fraud_flag
T147,U839,48138,15-02-24 20:47,Delhi,D56,Swiggy,0
T148,U1777,32735,31-10-24 19:35,Hyderabad,D342,Paytm,0
T149,U1941,862,09-04-24 9:15,Hyderabad,D223,Zomato,0
T150,U1756,25658,13-08-24 7:36,Hyderabad,D84,Swiggy,0
T151,U1776,7427,19-11-24 12:39,Hyderabad,D307,Zomato,0
T152,U58,31658,10-06-24 16:28,Delhi,D312,Zomato,0
T153,U898,43132,05-03-24 4:53,Mumbai,D305,Zomato,0
T154,U574,3473,23-03-24 10:43,Mumbai,D393,Zomato,0
T155,U658,41931,12-09-24 18:54,Delhi,D365,Amazon,0
T156,U595,14030,13-11-24 12:55,Mumbai,D272,Flipkart,0
T157,U1803,30888,06-03-24 22:09,Mumbai,D300,Zomato,0
T158,U733,38772,04-04-24 22:26,Bangalore,D418,Flipkart,0
T159,U552,43129,07-07-24 14:52,Chennai,D448,Flipkart,0
T160,U365,27569,02-09-24 8:23,Chennai,D373,Paytm,0
T161,U1840,49760,29-05-24 1:42,Hyderabad,D41,Paytm,0
T162,U1923,19943,04-07-24 3:06,Hyderabad,D405,Zomato,1
T163,U1356,26879,23-01-24 5:07,Delhi,D283,Flipkart,0
T164,U702,36224,19-06-24 12:10,Delhi,D235,Paytm,0
T165,U1202,24300,28-01-24 18:01,Delhi,D210,Amazon,0
T166,U1701,13555,19-05-24 16:59,Mumbai,D219,Amazon,0
T167,U301,29389,04-01-24 22:53,Bangalore,D198,Paytm,0
T168,U253,32220,22-09-24 7:12,Bangalore,D17,Amazon,0
T169,U834,23281,22-08-24 21:29,Delhi,D1,Flipkart,0
T170,U195,3930,11-11-24 0:44,Bangalore,D30,Flipkart,0
T171,U1263,36254,03-10-24 15:42,Bangalore,D275,Flipkart,0
T172,U758,12081,05-06-24 10:29,Bangalore,D30,Paytm,0
T173,U1448,2443,12-12-24 17:43,Delhi,D445,Amazon,0
T174,U20,31686,31-01-24 14:44,Chennai,D159,Paytm,0
T175,U285,18824,14-02-24 21:13,Hyderabad,D341,Zomato,1
T176,U863,12638,15-02-24 18:04,Bangalore,D130,Swiggy,0
T177,U1402,46044,12-01-24 4:24,Mumbai,D170,Amazon,0
T178,U862,2301,13-09-24 9:39,Mumbai,D364,Paytm,0
T179,U503,2836,12-01-24 4:32,Chennai,D19,Swiggy,0
T180,U437,32346,05-01-24 21:47,Hyderabad,D90,Swiggy,0
T181,U155,21791,07-04-24 8:18,Bangalore,D182,Paytm,0
T182,U1048,45289,05-07-24 21:08,Chennai,D14,Flipkart,0
T183,U22,37175,01-12-24 13:38,Bangalore,D145,Zomato,0
T184,U18,33042,15-07-24 12:16,Bangalore,D84,Swiggy,0
T185,U816,14067,03-08-24 20:53,Hyderabad,D119,Zomato,0
T186,U498,15839,04-09-24 7:26,Delhi,D220,Paytm,0
T187,U1851,32996,22-01-24 12:38,Delhi,D471,Amazon,0
T188,U1952,2282,19-08-24 11:16,Bangalore,D7,Zomato,0
T189,U326,30567,24-02-24 16:19,Chennai,D316,Flipkart,0
T190,U1954,42852,30-10-24 9:17,Delhi,D43,Flipkart,0
T191,U1390,49066,08-07-24 15:18,Chennai,D385,Flipkart,0
T192,U87,806,11-02-24 23:56,Mumbai,D226,Flipkart,0
T193,U1813,36672,09-11-24 10:23,Bangalore,D189,Swiggy,0
T194,U1624,41885,02-03-24 5:33,Bangalore,D499,Flipkart,0
T195,U758,1827,30-11-24 6:40,Mumbai,D219,Paytm,0
T196,U400,16986,31-01-24 1:56,Hyderabad,D136,Paytm,0
T197,U1758,5072,10-01-24 12:35,Chennai,D325,Swiggy,0
T198,U1929,39945,31-03-24 14:53,Chennai,D238,Swiggy,1
T199,U393,25159,14-09-24 10:33,Chennai,D11,Paytm,0
T200,U1634,5206,11-12-24 14:51,Mumbai,D171,Flipkart,0
T201,U98,925,13-10-24 18:12,Mumbai,D288,Amazon,0
T202,U1190,27880,19-02-24 3:43,Mumbai,D64,Amazon,0
T203,U427,42499,25-01-24 18:22,Bangalore,D387,Swiggy,0
T204,U1417,34823,09-09-24 11:13,Delhi,D477,Flipkart,0
T205,U1691,3709,03-11-24 0:10,Mumbai,D241,Flipkart,0
T206,U1149,33628,18-11-24 19:04,Mumbai,D388,Zomato,0
T207,U1627,33390,11-11-24 21:37,Delhi,D189,Zomato,1
T208,U556,30862,13-03-24 7:01,Bangalore,D158,Zomato,1
T209,U962,4126,27-09-24 3:21,Delhi,D196,Flipkart,0
T210,U1228,46927,11-02-24 17:29,Mumbai,D427,Swiggy,0
T211,U559,40121,08-02-24 12:01,Bangalore,D251,Paytm,0
T212,U1690,40394,18-07-24 11:30,Bangalore,D11,Amazon,0
T213,U98,15034,08-08-24 16:32,Chennai,D210,Flipkart,0
T214,U631,34026,04-09-24 3:42,Bangalore,D234,Amazon,0
T215,U385,15714,10-10-24 20:26,Mumbai,D410,Flipkart,0
T216,U1684,14490,16-07-24 9:29,Delhi,D400,Paytm,0
T217,U889,17162,03-01-24 7:51,Bangalore,D162,Flipkart,0
T218,U1547,48731,27-05-24 8:10,Hyderabad,D133,Paytm,0
T219,U1840,25255,25-06-24 23:38,Bangalore,D23,Paytm,0
T220,U723,14190,07-07-24 3:48,Bangalore,D151,Zomato,0
T221,U1117,32592,23-02-24 2:44,Mumbai,D281,Paytm,0
T222,U1375,46674,28-06-24 4:48,Delhi,D335,Paytm,0
T223,U1276,14446,10-05-24 8:44,Bangalore,D74,Amazon,1
T224,U1916,37898,30-07-24 20:03,Chennai,D182,Flipkart,0
T225,U800,29978,21-03-24 19:06,Delhi,D192,Zomato,0
T226,U1955,10541,06-12-24 11:40,Chennai,D258,Amazon,0
T227,U598,8516,03-08-24 2:14,Hyderabad,D446,Flipkart,0
T228,U832,7247,27-10-24 23:59,Chennai,D130,Flipkart,0
T229,U97,14867,06-08-24 14:36,Mumbai,D3,Flipkart,0
T230,U796,39986,07-02-24 23:18,Mumbai,D105,Amazon,0
T231,U767,511,06-07-24 13:15,Hyderabad,D387,Amazon,0
T232,U1131,21057,21-10-24 17:01,Bangalore,D114,Amazon,0
T233,U750,30919,09-09-24 10:55,Chennai,D451,Zomato,0
T234,U1731,46310,11-06-24 19:55,Delhi,D66,Zomato,0
T235,U232,1616,01-01-24 16:06,Bangalore,D185,Amazon,0
T236,U629,27599,06-12-24 3:03,Bangalore,D16,Swiggy,0
T237,U128,6188,13-07-24 1:35,Delhi,D343,Amazon,0
T238,U587,16130,10-10-24 5:25,Bangalore,D83,Amazon,0
T239,U223,37312,17-09-24 17:49,Mumbai,D12,Swiggy,0
T240,U1747,38698,17-07-24 1:07,Bangalore,D164,Amazon,0
T241,U18,21087,24-10-24 11:21,Mumbai,D247,Swiggy,0
T242,U170,48376,13-10-24 9:24,Hyderabad,D141,Amazon,0
T243,U1531,38311,19-10-24 9:33,Bangalore,D105,Amazon,1
T244,U231,25174,13-07-24 3:14,Bangalore,D496,Paytm,0
T245,U1376,31128,20-04-24 8:14,Bangalore,D219,Zomato,0
T246,U1473,14329,05-12-24 17:59,Mumbai,D293,Flipkart,0
T247,U1516,28171,21-11-24 2:28,Delhi,D368,Zomato,0
T248,U1283,28275,01-12-24 16:40,Chennai,D95,Paytm,0
T249,U1748,3911,05-05-24 14:04,Bangalore,D146,Zomato,0
T250,U1639,2006,02-12-24 2:54,Bangalore,D320,Paytm,0
T251,U1680,35293,30-09-24 6:22,Delhi,D469,Amazon,0
T252,U488,2118,17-03-24 0:47,Delhi,D22,Swiggy,0
T253,U1900,22548,10-03-24 13:20,Mumbai,D15,Swiggy,0
T254,U1290,48214,08-10-24 13:48,Delhi,D278,Paytm,0
T255,U1159,4987,02-01-24 15:07,Bangalore,D122,Swiggy,0
T256,U9,30751,05-06-24 5:37,Chennai,D463,Zomato,0
T257,U627,25229,30-11-24 17:01,Delhi,D66,Flipkart,0
T258,U342,8946,26-11-24 1:48,Hyderabad,D366,Amazon,0
T259,U1513,19742,14-09-24 4:25,Delhi,D367,Swiggy,0
T260,U1513,4953,09-10-24 10:50,Bangalore,D340,Swiggy,0
T261,U553,9421,15-02-24 14:40,Hyderabad,D9,Zomato,0
T262,U674,26136,28-03-24 23:13,Hyderabad,D252,Zomato,0
T263,U882,10136,24-11-24 7:50,Bangalore,D261,Paytm,0
T264,U179,7917,06-08-24 2:11,Hyderabad,D377,Flipkart,0
T265,U1376,1845,18-03-24 8:55,Delhi,D215,Swiggy,0
T266,U423,34467,26-10-24 17:31,Mumbai,D496,Flipkart,0
T267,U1271,39848,02-01-24 19:54,Mumbai,D331,Amazon,0
T268,U928,23345,06-10-24 9:55,Delhi,D442,Zomato,0
T269,U595,19317,07-11-24 10:26,Chennai,D465,Amazon,0
T270,U1618,8018,03-01-24 7:21,Delhi,D321,Swiggy,0
T271,U392,3720,19-10-24 19:19,Mumbai,D164,Swiggy,0
T272,U1804,38562,19-05-24 18:20,Hyderabad,D256,Amazon,0
T273,U454,35878,26-08-24 9:50,Delhi,D25,Paytm,0
T274,U1123,46276,25-08-24 8:33,Mumbai,D110,Zomato,0
T275,U693,46690,13-08-24 8:24,Chennai,D412,Swiggy,0
T276,U108,32948,15-05-24 10:40,Mumbai,D251,Zomato,0
T277,U142,18877,14-10-24 7:04,Delhi,D277,Swiggy,0
T278,U170,15746,20-09-24 3:20,Delhi,D224,Swiggy,0
T279,U193,5373,10-06-24 10:10,Hyderabad,D109,Paytm,0
T280,U934,37924,16-07-24 18:07,Bangalore,D153,Swiggy,0
T281,U697,38178,03-03-24 19:33,Bangalore,D248,Zomato,0
T282,U992,1338,18-04-24 17:05,Chennai,D407,Amazon,0
T283,U1146,9683,20-06-24 12:48,Bangalore,D367,Swiggy,0
T284,U942,26732,25-03-24 20:26,Hyderabad,D181,Flipkart,0
T285,U1527,9704,31-08-24 14:07,Mumbai,D12,Flipkart,0
T286,U765,24657,22-11-24 5:41,Bangalore,D358,Paytm,0
T287,U1381,38707,13-03-24 20:59,Delhi,D498,Amazon,0
T288,U950,28413,28-04-24 1:35,Delhi,D123,Swiggy,0
T289,U527,46208,06-10-24 20:13,Mumbai,D484,Zomato,0
T290,U7,4729,22-04-24 15:37,Delhi,D77,Paytm,0
T291,U171,35864,02-07-24 2:26,Hyderabad,D5,Zomato,0
T292,U38,11827,12-10-24 9:29,Chennai,D216,Flipkart,0
T293,U535,26523,01-02-24 11:03,Mumbai,D481,Flipkart,0
T294,U1263,45572,20-08-24 15:55,Delhi,D394,Swiggy,0
T295,U1461,48455,14-11-24 1:13,Delhi,D454,Amazon,0
T296,U1394,23749,05-08-24 6:51,Bangalore,D26,Swiggy,0
T297,U57,14133,22-11-24 5:12,Mumbai,D272,Flipkart,0
T298,U398,14214,13-01-24 7:59,Mumbai,D333,Swiggy,0
T299,U1903,35421,10-12-24 14:53,Hyderabad,D419,Swiggy,0
T300,U1834,3960,11-02-24 20:09,Hyderabad,D436,Swiggy,0
T301,U1256,44941,09-12-24 13:13,Bangalore,D386,Paytm,0
T302,U1212,515,29-07-24 1:21,Delhi,D110,Swiggy,0
T303,U830,7063,19-01-24 3:12,Mumbai,D399,Zomato,0
T304,U1369,16053,26-11-24 20:25,Mumbai,D153,Zomato,0
T305,U1925,31926,15-01-24 13:00,Chennai,D318,Zomato,0
T306,U1763,16946,19-02-24 4:58,Chennai,D484,Amazon,0
T307,U236,115,04-09-24 3:01,Mumbai,D49,Zomato,0
T308,U751,33821,17-09-24 9:14,Delhi,D144,Swiggy,0
T309,U1802,37442,23-07-24 15:22,Delhi,D237,Zomato,0
T310,U791,5100,29-01-24 15:33,Chennai,D110,Swiggy,0
T311,U1937,5555,21-07-24 13:53,Bangalore,D32,Zomato,0
T312,U1480,13341,15-02-24 1:11,Hyderabad,D204,Amazon,0
T313,U1179,4184,14-10-24 1:58,Chennai,D135,Swiggy,0
T314,U1803,10025,24-09-24 2:56,Bangalore,D268,Swiggy,0
T315,U1264,37702,30-11-24 2:09,Mumbai,D212,Amazon,0
T316,U426,30596,31-03-24 13:30,Bangalore,D450,Swiggy,0
T317,U1015,3754,02-12-24 12:56,Hyderabad,D12,Paytm,0
T318,U1588,13134,20-09-24 0:52,Hyderabad,D466,Zomato,0
T319,U65,2229,12-07-24 7:22,Bangalore,D137,Zomato,0
T320,U500,23372,11-12-24 12:34,Bangalore,D76,Flipkart,0
T321,U743,45105,14-09-24 18:16,Hyderabad,D41,Amazon,0
T322,U156,44863,25-04-24 21:36,Mumbai,D49,Flipkart,0
T323,U827,19627,13-11-24 11:09,Chennai,D310,Paytm,0
T324,U1768,42305,09-09-24 20:17,Mumbai,D120,Zomato,0
T325,U148,9979,08-04-24 1:45,Hyderabad,D43,Paytm,0
T326,U737,27798,20-07-24 22:19,Mumbai,D242,Paytm,0
T327,U1134,3485,10-07-24 13:09,Bangalore,D268,Swiggy,0
T328,U145,251,23-02-24 0:11,Delhi,D142,Amazon,0
T329,U640,48742,21-08-24 22:04,Mumbai,D422,Amazon,0
T330,U1560,36863,22-07-24 14:48,Mumbai,D195,Flipkart,0
T331,U409,7343,06-01-24 13:24,Hyderabad,D425,Paytm,0
T332,U58,2959,22-03-24 9:32,Hyderabad,D351,Amazon,0
T333,U433,24375,18-02-24 16:56,Delhi,D210,Flipkart,0
T334,U1841,30661,06-08-24 19:39,Delhi,D124,Paytm,0
T335,U1486,8083,02-10-24 17:14,Mumbai,D87,Paytm,0
T336,U1965,33586,28-05-24 6:23,Hyderabad,D146,Paytm,0
T337,U1082,17714,02-07-24 4:31,Mumbai,D116,Zomato,0
T338,U1579,10345,15-04-24 3:11,Delhi,D242,Paytm,0
T339,U241,18155,07-05-24 22:35,Bangalore,D54,Zomato,0
T340,U853,13870,02-11-24 22:03,Delhi,D273,Zomato,0
T341,U255,24414,24-09-24 6:40,Bangalore,D76,Swiggy,0
T342,U1629,30780,05-05-24 0:43,Chennai,D424,Paytm,0
T343,U311,22188,12-05-24 11:12,Chennai,D461,Paytm,0
T344,U674,39689,26-04-24 6:13,Delhi,D312,Zomato,0
T345,U1679,15252,23-10-24 4:44,Bangalore,D422,Swiggy,0
T346,U937,27369,26-03-24 0:08,Delhi,D460,Paytm,0
T347,U779,31737,05-09-24 21:10,Bangalore,D8,Zomato,1
T348,U1836,36678,07-05-24 1:40,Delhi,D349,Paytm,0
T349,U372,46607,06-10-24 5:40,Chennai,D380,Amazon,0
T350,U338,13377,25-08-24 2:31,Bangalore,D67,Paytm,0
T351,U902,20651,04-02-24 6:15,Delhi,D279,Swiggy,0
T352,U1475,3119,17-09-24 17:29,Delhi,D474,Swiggy,0
T353,U609,39916,02-02-24 20:25,Bangalore,D296,Zomato,0
T354,U1246,21983,31-08-24 20:40,Hyderabad,D44,Zomato,0
T355,U651,26507,07-09-24 22:27,Chennai,D395,Zomato,0
T356,U400,47911,01-09-24 10:22,Chennai,D117,Paytm,0
T357,U1534,21954,20-04-24 19:48,Hyderabad,D282,Swiggy,0
T358,U1379,13314,20-08-24 7:04,Chennai,D255,Paytm,0
T359,U424,36012,05-06-24 12:42,Hyderabad,D120,Paytm,0
T360,U736,24574,21-06-24 0:10,Chennai,D207,Flipkart,0
T361,U821,30378,23-04-24 12:23,Hyderabad,D432,Swiggy,0
T362,U293,34970,13-11-24 13:51,Bangalore,D296,Amazon,0
T363,U112,5897,19-10-24 9:37,Chennai,D202,Flipkart,0
T364,U516,40225,28-03-24 10:29,Hyderabad,D121,Swiggy,0
T365,U1334,43965,29-01-24 17:38,Bangalore,D4,Paytm,0
T366,U747,41411,25-11-24 5:56,Delhi,D71,Swiggy,0
T367,U1857,27355,03-07-24 13:32,Delhi,D191,Swiggy,0
T368,U1884,42458,02-04-24 0:19,Bangalore,D128,Paytm,0
T369,U895,34749,21-09-24 8:35,Bangalore,D206,Amazon,0
T370,U685,29141,09-06-24 14:37,Chennai,D77,Amazon,0
T371,U126,8017,17-08-24 21:56,Hyderabad,D90,Flipkart,0
T372,U390,23631,03-05-24 17:55,Mumbai,D300,Paytm,0
T373,U283,40731,25-08-24 5:10,Delhi,D263,Zomato,0
T374,U804,13330,10-05-24 8:19,Chennai,D301,Flipkart,0
T375,U1386,45209,11-11-24 15:46,Mumbai,D58,Flipkart,0
T376,U1584,45766,17-05-24 5:54,Delhi,D467,Amazon,0
T377,U1354,10594,06-08-24 11:45,Bangalore,D330,Flipkart,0
T378,U165,29335,06-02-24 4:37,Bangalore,D443,Swiggy,1
T379,U1044,45930,20-11-24 22:23,Hyderabad,D318,Amazon,0
T380,U1704,12494,10-10-24 17:07,Chennai,D58,Paytm,0
T381,U634,37396,01-10-24 0:07,Mumbai,D47,Amazon,0
T382,U427,24807,02-09-24 8:14,Bangalore,D439,Zomato,0
T383,U1891,3372,15-02-24 14:20,Hyderabad,D5,Paytm,0
T384,U952,48793,31-05-24 12:56,Chennai,D234,Zomato,0
T385,U1267,5010,01-02-24 1:45,Chennai,D199,Amazon,0
T386,U23,31931,23-10-24 13:09,Mumbai,D420,Flipkart,0
T387,U1955,15568,05-10-24 6:52,Delhi,D247,Swiggy,0
T388,U1783,11227,23-07-24 16:03,Delhi,D1,Zomato,0
T389,U863,46748,18-11-24 2:33,Chennai,D131,Flipkart,0
T390,U222,44539,29-09-24 19:21,Hyderabad,D409,Paytm,0
